Titration Data Only,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,,,,,
,Time,,,,,Meas. value,,,,,,Temp.,,,dE,,,,,,,,,,
,[s],,,,,[mV],,,,,,[°C],,,[mV],,,,,,,,,,
,1,,,,,-27.0,,,,,,19.5,,,,,,,,,,,,,
,2,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,3,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,4,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,5,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,6,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,7,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,8,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,9,,,,,-27.1,,,,,,19.5,,,-0.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,,EP,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,,,,,,,
,22,,1.0655,,,,107.6,,0.0175,,,,20.2,4.5,,,,,,,,,,,
,23,,1.0865,,,,115.0,,0.0210,,,,20.2,7.4,,,,,,,,,,,
,24,,1.1100,,,,123.3,,0.0235,,,,20.2,8.3,,,,,,,,,,,
,25,,1.1315,,,,128.6,,0.0215,,,,20.2,5.3,,,,,,,,,,,
,26,,1.1505,,,,134.5,,0.0190,,,,20.2,5.9,,,,,,,,,,,
,27,,1.1730,,,,141.5,,0.0225,,,,20.2,7.0,,,,,,,,,,,
,28,,1.1935,,,,148.4,,0.0205,,,,20.2,6.9,,,,,,,,,,,
,29,,1.2040,,,,156.1,,0.0105,,,,20.2,7.7,,,,,,,,,,,
,30,,1.2065,,,,158.3,,0.0025,,,,20.2,2.2,,,,,,,,,,,
,31,,1.2095,,,,159.8,,0.0030,,,,20.2,1.5,,,,,,,,,,,
,32,,1.2140,,,,161.0,,0.0045,,,,20.2,1.2,,,,,,,,,,,
,33,,1.2210,,,,163.1,,0.0070,,,,20.2,2.1,,,,,,,,,,,
,34,,1.2305,,,,165.9,,0.0095,,,,20.2,2.8,,,,,,,,,,,
,35,,1.2410,,,,169.0,,0.0105,,,,20.2,3.1,,,,,,,,,,,
,36,,1.2510,,,,172.0,,0.0100,,,,20.2,3.0,,,,,,,,,,,
,37,,1.2580,,,,174.2,,0.0070,,,,20.2,2.2,,,,,,,,,,,
,38,,1.2650,,,,176.3,,0.0070,,,,20.2,2.1,,,,,,,,,,,
,39,,1.2725,,,,178.1,,0.0075,,,,20.2,1.8,,,,,,,,,,,
,40,,1.2795,,,,179.8,,0.0070,,,,20.2,1.7,,,,,,,,,,,
,41,,1.2870,,,,181.4,,0.0075,,,,20.2,1.6,,,,,,,,,,,
,42,,1.2945,,,,182.9,,0.0075,,,,20.2,1.5,,,,,,,,,,,
,43,,1.3000,,,,184.3,,0.0055,,,,20.2,1.4,,,,,,,,,,,
,44,,1.3030,,,,185.4,,0.0030,,,,20.2,1.1,,,,,,,,,,,
,45,,1.3060,,,,186.2,,0.0030,,,,20.2,0.8,,,,,,,,,,,
,46,,1.3095,,,,186.8,,0.0035,,,,20.2,0.6,,,,,,,,,,,
,47,,1.3135,,,,187.5,,0.0040,,,,20.2,0.7,,,,,,,,,,,
,48,,1.3180,,,,188.2,,0.0045,,,,20.2,0.7,,,,,,,,,,,
,49,,1.3220,,,,188.9,,0.0040,,,,20.2,0.7,,,,,,,,,,,
,50,,1.3250,,,,189.6,,0.0030,,,,20.2,0.7,,,,,,,,,,,
,51,,1.3275,,,,190.1,,0.0025,,,,20.2,0.5,,,,,,,,,,,
,52,,1.3300,,,,190.5,,0.0025,,,,20.2,0.4,,,,,,,,,,,
,53,,1.3325,,,,190.9,,0.0025,,,,20.2,0.4,,,,,,,,,,,
,54,,1.3350,,,,191.3,,0.0025,,,,20.2,0.4,,,,,,,,,,,
,55,,1.3375,,,,191.7,,0.0025,,,,20.2,0.4,,,,,,,,,,,
,56,,1.3400,,,,192.0,,0.0025,,,,20.2,0.3,,,,,,,,,,,
,57,,1.3415,,,,192.4,,0.0015,,,,20.2,0.4,,,,,,,,,,,
,58,,1.3425,,,,192.6,,0.0010,,,,20.2,0.2,,,,,,,,,,,
,59,,1.3450,,,,192.9,,0.0025,,,,20.2,0.3,,,,,,,,,,,
,60,,1.3460,,,,193.2,,0.0010,,,,20.2,0.3,,,,,,,,,,,
,61,,1.3465,,,,193.3,,0.0005,,,,20.2,0.1,,,,,,,,,,,
,62,,1.3490,,,,193.5,,0.0025,,,,20.2,0.2,,,,,,,,,,,
,63,,1.3505,,,,193.8,,0.0015,,,,20.2,0.3,,,,,,,,,,,
,64,,1.3510,,,,193.9,,0.0005,,,,20.2,0.1,,,,,,,,,,,
,65,,1.3525,,,,194.0,,0.0015,,,,20.2,0.1,,,,,,,,,,,
,66,,1.3525,,,,194.2,,0.0000,,,,20.2,0.2,,,,,,,,,,,
,67,,1.3525,,,,194.2,,0.0000,,,,20.2,0.0,,,,,,,,,,,
,68,,1.3525,,,,194.2,,0.0000,,,,20.2,0.0,,,,,,,,,,,
,,,1.3525,,,,194.0,,,,,,,,,,,,,EP,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,"Scope 1/1, Sample 4/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 4/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,dE/dV,,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,[mV/mL],,,,,,
,0,,0.0000,,,,194.7,,,,,,20.4,,,,,,,,,,,,
,3,,0.0200,,,,196.7,,0.0200,,,,20.4,2.0,,,,,,,,,,,
,6,,0.0400,,,,199.0,,0.0200,,,,20.4,2.3,,,,,,,,,,,
,9,,0.0600,,,,201.2,,0.0200,,,,20.4,2.2,,,,,,,,,,,
,12,,0.0800,,,,203.2,,0.0200,,,,20.4,2.0,,,,,,,,,,,
,15,,0.1000,,,,205.1,,0.0200,,,,20.4,1.9,,,,,92.67,,,,,,
,18,,0.1200,,,,206.9,,0.0200,,,,20.4,1.8,,,,,84.41,,,,,,
,21,,0.1400,,,,208.5,,0.0200,,,,20.4,1.6,,,,,77.83,,,,,,
,24,,0.1600,,,,210.0,,0.0200,,,,20.4,1.5,,,,,72.63,,,,,,
,27,,0.1800,,,,211.4,,0.0200,,,,20.4,1.4,,,,,68.63,,,,,,
,30,,0.2000,,,,212.7,,0.0200,,,,20.4,1.3,,,,,65.63,,,,,,
,33,,0.2200,,,,214.0,,0.0200,,,,20.4,1.3,,,,,63.78,,,,,,
,36,,0.2400,,,,215.3,,0.0200,,,,20.4,1.3,,,,,60.71,,,,,,
,39,,0.2600,,,,216.5,,0.0200,,,,20.4,1.2,,,,,57.98,,,,,,
,42,,0.2800,,,,217.6,,0.0200,,,,20.4,1.1,,,,,55.31,,,,,,
,45,,0.3000,,,,218.7,,0.0200,,,,20.4,1.1,,,,,51.92,,,,,,
,48,,0.3200,,,,219.6,,0.0200,,,,20.4,0.9,,,,,48.90,,,,,,
,51,,0.3400,,,,220.7,,0.0200,,,,20.4,1.1,,,,,47.00,,,,,,
,54,,0.3600,,,,221.6,,0.0200,,,,20.4,0.9,,,,,45.41,,,,,,
,58,,0.3800,,,,222.4,,0.0200,,,,20.4,0.8,,,,,43.94,,,,,,
,60,,0.4000,,,,223.3,,0.0200,,,,20.4,0.9,,,,,43.07,,,,,,
,63,,0.4200,,,,224.2,,0.0200,,,,20.4,0.9,,,,,41.41,,,,,,
,66,,0.4400,,,,225.0,,0.0200,,,,20.4,0.8,,,,,41.00,,,,,,
,70,,0.4600,,,,225.8,,0.0200,,,,20.4,0.8,,,,,40.09,,,,,,
,72,,0.4800,,,,226.6,,0.0200,,,,20.4,0.8,,,,,38.21,,,,,,
,76,,0.5000,,,,227.3,,0.0200,,,,20.4,0.7,,,,,36.99,,,,,,
,78,,0.5200,,,,228.1,,0.0200,,,,20.4,0.8,,,,,35.51,,,,,,
,82,,0.5400,,,,228.8,,0.0200,,,,20.4,0.7,,,,,34.20,,,,,,
,85,,0.5600,,,,229.4,,0.0200,,,,20.4,0.6,,,,,33.23,,,,,,
,88,,0.5800,,,,230.1,,0.0200,,,,20.4,0.7,,,,,32.49,,,,,,
,91,,0.6000,,,,230.7,,0.0200,,,,20.4,0.6,,,,,31.70,,,,,,
,94,,0.6200,,,,231.4,,0.0200,,,,20.4,0.7,,,,,31.51,,,,,,
,97,,0.6400,,,,232.0,,0.0200,,,,20.4,0.6,,,,,31.28,,,,,,
,100,,0.6600,,,,232.6,,0.0200,,,,20.4,0.6,,,,,30.23,,,,,,
,103,,0.6800,,,,233.2,,0.0200,,,,20.4,0.6,,,,,29.77,,,,,,
,106,,0.7000,,,,233.8,,0.0200,,,,20.4,0.6,,,,,29.30,,,,,,
,109,,0.7200,,,,234.4,,0.0200,,,,20.4,0.6,,,,,28.21,,,,,,
,112,,0.7400,,,,234.9,,0.0200,,,,20.4,0.5,,,,,26.98,,,,,,
,115,,0.7600,,,,235.5,,0.0200,,,,20.4,0.6,,,,,26.01,,,,,,
,118,,0.7800,,,,236.0,,0.0200,,,,20.4,0.5,,,,,25.41,,,,,,
,121,,0.8000,,,,236.4,,0.0200,,,,20.4,0.4,,,,,25.51,,,,,,
,124,,0.8200,,,,237.0,,0.0200,,,,20.4,0.6,,,,,25.29,,,,,,
,127,,0.8400,,,,237.5,,0.0200,,,,20.4,0.5,,,,,24.69,,,,,,
,130,,0.8600,,,,238.0,,0.0200,,,,20.4,0.5,,,,,24.81,,,,,,
,133,,0.8800,,,,238.5,,0.0200,,,,20.4,0.5,,,,,24.30,,,,,,
,136,,0.9000,,,,238.9,,0.0200,,,,20.4,0.4,,,,,22.92,,,,,,
,139,,0.9200,,,,239.4,,0.0200,,,,20.4,0.5,,,,,23.07,,,,,,
,142,,0.9400,,,,239.9,,0.0200,,,,20.4,0.5,,,,,22.21,,,,,,
,145,,0.9600,,,,240.3,,0.0200,,,,20.4,0.4,,,,,21.99,,,,,,
,148,,0.9800,,,,240.7,,0.0200,,,,20.4,0.4,,,,,21.02,,,,,,
,151,,1.0000,,,,241.2,,0.0200,,,,20.4,0.5,,,,,20.19,,,,,,
,154,,1.0200,,,,241.5,,0.0200,,,,20.4,0.3,,,,,20.22,,,,,,
,157,,1.0400,,,,242.0,,0.0200,,,,20.4,0.5,,,,,20.51,,,,,,
,160,,1.0600,,,,242.3,,0.0200,,,,20.4,0.3,,,,,20.77,,,,,,
,163,,1.0800,,,,242.8,,0.0200,,,,20.4,0.5,,,,,20.52,,,,,,
,166,,1.1000,,,,243.2,,0.0200,,,,20.4,0.4,,,,,20.55,,,,,,
,169,,1.1200,,,,243.6,,0.0200,,,,20.5,0.4,,,,,19.23,,,,,,
,172,,1.1400,,,,244.0,,0.0200,,,,20.5,0.4,,,,,18.78,,,,,,
,175,,1.1600,,,,244.3,,0.0200,,,,20.5,0.3,,,,,17.43,,,,,,
,178,,1.1800,,,,244.7,,0.0200,,,,20.5,0.4,,,,,,,,,,,
,181,,1.2000,,,,245.0,,0.0200,,,,20.5,0.3,,,,,,,,,,,
,184,,1.2200,,,,245.4,,0.0200,,,,20.5,0.4,,,,,,,,,,,
,187,,1.2400,,,,245.7,,0.0200,,,,20.5,0.3,,,,,,,,,,,
,190,,1.2600,,,,246.1,,0.0200,,,,20.5,0.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,"Scope 1/1, Sample 5/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 5/19",,,,,,,,,,,,,,,,,,,,,
,Time,,,,,Meas. value,,,,,,Temp.,,,dE,,,,,,,,,,
,[s],,,,,[mV],,,,,,[°C],,,[mV],,,,,,,,,,
,1,,,,,-53.2,,,,,,20.0,,,,,,,,,,,,,
,2,,,,,-53.2,,,,,,20.0,,,0.0,,,,,,,,,,
,3,,,,,-53.2,,,,,,20.0,,,0.0,,,,,,,,,,
,4,,,,,-53.2,,,,,,20.0,,,0.0,,,,,,,,,,
,5,,,,,-53.2,,,,,,20.0,,,0.0,,,,,,,,,,
,6,,,,,-53.2,,,,,,20.0,,,0.0,,,,,,,,,,
,7,,,,,-53.2,,,,,,20.0,,,0.0,,,,,,,,,,
,8,,,,,-53.2,,,,,,20.0,,,0.0,,,,,,,,,,
,9,,,,,-53.2,,,,,,20.0,,,0.0,,,,,,,,,,
,10,,,,,-53.2,,,,,,20.0,,,0.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,"Scope 1/1, Sample 5/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 5/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,,EP,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,,,,,,,
,0,,0.0000,,,,-53.2,,,,,,20.1,,,,,,,,,,,,
,1,,0.0010,,,,-53.3,,0.0010,,,,20.1,-0.1,,,,,,,,,,,
,2,,0.0050,,,,-53.2,,0.0040,,,,20.1,0.1,,,,,,,,,,,
,3,,0.0110,,,,-52.8,,0.0060,,,,20.1,0.4,,,,,,,,,,,
,4,,0.0200,,,,-51.5,,0.0090,,,,20.1,1.3,,,,,,,,,,,
,5,,0.0340,,,,-48.9,,0.0140,,,,20.1,2.6,,,,,,,,,,,
,6,,0.0550,,,,-44.4,,0.0210,,,,20.1,4.5,,,,,,,,,,,
,7,,0.0800,,,,-38.0,,0.0250,,,,20.1,6.4,,,,,,,,,,,
,8,,0.1145,,,,-27.6,,0.0345,,,,20.1,10.4,,,,,,,,,,,
,9,,0.1570,,,,-14.2,,0.0425,,,,20.1,13.4,,,,,,,,,,,
,10,,0.2090,,,,0.3,,0.0520,,,,20.1,14.5,,,,,,,,,,,
,11,,0.2720,,,,14.5,,0.0630,,,,20.1,14.2,,,,,,,,,,,
,12,,0.3475,,,,28.2,,0.0755,,,,20.1,13.7,,,,,,,,,,,
,13,,0.4255,,,,41.0,,0.0780,,,,20.1,12.8,,,,,,,,,,,
,14,,0.5250,,,,55.2,,0.0995,,,,20.1,14.2,,,,,,,,,,,
,15,,0.6380,,,,71.0,,0.1130,,,,20.1,15.8,,,,,,,,,,,
,16,,0.7640,,,,86.4,,0.1260,,,,20.1,15.4,,,,,,,,,,,
,17,,0.8610,,,,106.4,,0.0970,,,,20.1,20.0,,,,,,,,,,,
,18,,0.8625,,,,101.7,,0.0015,,,,20.1,-4.7,,,,,,,,,,,
,19,,0.8660,,,,98.0,,0.0035,,,,20.1,-3.7,,,,,,,,,,,
,20,,0.8710,,,,97.8,,0.0050,,,,20.1,-0.2,,,,,,,,,,,
,21,,0.8785,,,,99.8,,0.0075,,,,20.1,2.0,,,,,,,,,,,
,22,,0.8895,,,,103.3,,0.0110,,,,20.1,3.5,,,,,,,,,,,
,23,,0.9050,,,,108.8,,0.0155,,,,20.1,5.5,,,,,,,,,,,
,24,,0.9240,,,,114.1,,0.0190,,,,20.1,5.3,,,,,,,,,,,
,25,,0.9430,,,,119.7,,0.0190,,,,20.1,5.6,,,,,,,,,,,
,26,,0.9660,,,,126.8,,0.0230,,,,20.1,7.1,,,,,,,,,,,
,27,,0.9890,,,,136.6,,0.0230,,,,20.1,9.8,,,,,,,,,,,
,28,,1.0005,,,,141.3,,0.0115,,,,20.1,4.7,,,,,,,,,,,
,29,,1.0105,,,,145.6,,0.0100,,,,20.1,4.3,,,,,,,,,,,
,30,,1.0220,,,,150.0,,0.0115,,,,20.1,4.4,,,,,,,,,,,
,31,,1.0330,,,,155.1,,0.0110,,,,20.1,5.1,,,,,,,,,,,
,32,,1.0435,,,,160.5,,0.0105,,,,20.1,5.4,,,,,,,,,,,
,33,,1.0500,,,,164.0,,0.0065,,,,20.1,3.5,,,,,,,,,,,
,34,,1.0555,,,,166.4,,0.0055,,,,20.1,2.4,,,,,,,,,,,
,35,,1.0625,,,,168.8,,0.0070,,,,20.1,2.4,,,,,,,,,,,
,36,,1.0705,,,,171.1,,0.0080,,,,20.1,2.3,,,,,,,,,,,
,37,,1.0785,,,,173.8,,0.0080,,,,20.1,2.7,,,,,,,,,,,
,38,,1.0860,,,,176.3,,0.0075,,,,20.1,2.5,,,,,,,,,,,
,39,,1.0910,,,,178.3,,0.0050,,,,20.1,2.0,,,,,,,,,,,
,40,,1.0960,,,,179.7,,0.0050,,,,20.1,1.4,,,,,,,,,,,
,41,,1.1015,,,,181.0,,0.0055,,,,20.1,1.3,,,,,,,,,,,
,42,,1.1075,,,,182.3,,0.0060,,,,20.1,1.3,,,,,,,,,,,
,43,,1.1130,,,,183.6,,0.0055,,,,20.1,1.3,,,,,,,,,,,
,44,,1.1180,,,,185.0,,0.0050,,,,20.1,1.4,,,,,,,,,,,
,45,,1.1215,,,,186.0,,0.0035,,,,20.1,1.0,,,,,,,,,,,
,46,,1.1245,,,,186.9,,0.0030,,,,20.1,0.9,,,,,,,,,,,
,47,,1.1270,,,,187.5,,0.0025,,,,20.1,0.6,,,,,,,,,,,
,48,,1.1300,,,,188.2,,0.0030,,,,20.1,0.7,,,,,,,,,,,
,49,,1.1340,,,,188.6,,0.0040,,,,20.1,0.4,,,,,,,,,,,
,50,,1.1375,,,,189.4,,0.0035,,,,20.1,0.8,,,,,,,,,,,
,51,,1.1400,,,,190.0,,0.0025,,,,20.1,0.6,,,,,,,,,,,
,52,,1.1425,,,,190.5,,0.0025,,,,20.1,0.5,,,,,,,,,,,
,53,,1.1450,,,,190.9,,0.0025,,,,20.1,0.4,,,,,,,,,,,
,54,,1.1475,,,,191.3,,0.0025,,,,20.1,0.4,,,,,,,,,,,
,55,,1.1500,,,,191.7,,0.0025,,,,20.1,0.4,,,,,,,,,,,
,56,,1.1520,,,,192.1,,0.0020,,,,20.1,0.4,,,,,,,,,,,
,57,,1.1540,,,,192.5,,0.0020,,,,20.1,0.4,,,,,,,,,,,
,58,,1.1540,,,,192.8,,0.0000,,,,20.1,0.3,,,,,,,,,,,
,59,,1.1555,,,,192.8,,0.0015,,,,20.1,0.0,,,,,,,,,,,
,60,,1.1580,,,,193.1,,0.0025,,,,20.1,0.3,,,,,,,,,,,
,61,,1.1585,,,,193.3,,0.0005,,,,20.1,0.2,,,,,,,,,,,
,62,,1.1595,,,,193.6,,0.0010,,,,20.1,0.3,,,,,,,,,,,
,63,,1.1605,,,,193.7,,0.0010,,,,20.1,0.1,,,,,,,,,,,
,64,,1.1630,,,,193.9,,0.0025,,,,20.1,0.2,,,,,,,,,,,
,,,1.163167,,,,194.0,,,,,,,,,,,,,EP,,,,,
,65,,1.1635,,,,194.2,,0.0005,,,,20.1,0.3,,,,,,,,,,,
,66,,1.1635,,,,194.4,,0.0000,,,,20.1,0.2,,,,,,,,,,,
,67,,1.1635,,,,194.4,,0.0000,,,,20.1,0.0,,,,,,,,,,,
,67,,1.1635,,,,194.4,,0.0000,,,,20.1,0.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,"Scope 1/1, Sample 5/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 5/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,dE/dV,,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,[mV/mL],,,,,,
,0,,0.0000,,,,194.9,,,,,,20.3,,,,,,,,,,,,
,3,,0.0200,,,,197.1,,0.0200,,,,20.3,2.2,,,,,,,,,,,
,6,,0.0400,,,,199.7,,0.0200,,,,20.3,2.6,,,,,,,,,,,
,9,,0.0600,,,,202.1,,0.0200,,,,20.3,2.4,,,,,,,,,,,
,12,,0.0800,,,,204.3,,0.0200,,,,20.3,2.2,,,,,,,,,,,
,15,,0.1000,,,,206.3,,0.0200,,,,20.3,2.0,,,,,99.65,,,,,,
,18,,0.1200,,,,208.3,,0.0200,,,,20.3,2.0,,,,,89.62,,,,,,
,21,,0.1400,,,,210.0,,0.0200,,,,20.3,1.7,,,,,82.54,,,,,,
,24,,0.1600,,,,211.5,,0.0200,,,,20.3,1.5,,,,,76.86,,,,,,
,27,,0.1800,,,,213.0,,0.0200,,,,20.4,1.5,,,,,72.12,,,,,,
,30,,0.2000,,,,214.4,,0.0200,,,,20.4,1.4,,,,,68.61,,,,,,
,33,,0.2200,,,,215.8,,0.0200,,,,20.4,1.4,,,,,66.22,,,,,,
,36,,0.2400,,,,217.1,,0.0200,,,,20.4,1.3,,,,,63.20,,,,,,
,39,,0.2600,,,,218.3,,0.0200,,,,20.4,1.2,,,,,60.51,,,,,,
,42,,0.2800,,,,219.5,,0.0200,,,,20.4,1.2,,,,,58.01,,,,,,
,45,,0.3000,,,,220.6,,0.0200,,,,20.4,1.1,,,,,55.20,,,,,,
,48,,0.3200,,,,221.7,,0.0200,,,,20.4,1.1,,,,,52.50,,,,,,
,51,,0.3400,,,,222.8,,0.0200,,,,20.4,1.1,,,,,49.99,,,,,,
,54,,0.3600,,,,223.7,,0.0200,,,,20.4,0.9,,,,,47.14,,,,,,
,57,,0.3800,,,,224.6,,0.0200,,,,20.4,0.9,,,,,45.21,,,,,,
,60,,0.4000,,,,225.5,,0.0200,,,,20.4,0.9,,,,,43.70,,,,,,
,64,,0.4200,,,,226.4,,0.0200,,,,20.4,0.9,,,,,42.92,,,,,,
,66,,0.4400,,,,227.2,,0.0200,,,,20.4,0.8,,,,,42.79,,,,,,
,70,,0.4600,,,,228.1,,0.0200,,,,20.4,0.9,,,,,42.09,,,,,,
,72,,0.4800,,,,228.9,,0.0200,,,,20.4,0.8,,,,,40.49,,,,,,
,76,,0.5000,,,,229.7,,0.0200,,,,20.4,0.8,,,,,38.50,,,,,,
,78,,0.5200,,,,230.5,,0.0200,,,,20.4,0.8,,,,,36.49,,,,,,
,82,,0.5400,,,,231.2,,0.0200,,,,20.4,0.7,,,,,34.93,,,,,,
,84,,0.5600,,,,231.8,,0.0200,,,,20.4,0.6,,,,,34.22,,,,,,
,88,,0.5800,,,,232.5,,0.0200,,,,20.4,0.7,,,,,33.49,,,,,,
,91,,0.6000,,,,233.2,,0.0200,,,,20.4,0.7,,,,,32.98,,,,,,
,94,,0.6200,,,,233.9,,0.0200,,,,20.4,0.7,,,,,32.51,,,,,,
,97,,0.6400,,,,234.5,,0.0200,,,,20.4,0.6,,,,,31.50,,,,,,
,100,,0.6600,,,,235.1,,0.0200,,,,20.4,0.6,,,,,30.51,,,,,,
,103,,0.6800,,,,235.7,,0.0200,,,,20.4,0.6,,,,,30.00,,,,,,
,106,,0.7000,,,,236.3,,0.0200,,,,20.4,0.6,,,,,29.49,,,,,,
,109,,0.7200,,,,236.9,,0.0200,,,,20.4,0.6,,,,,28.79,,,,,,
,112,,0.7400,,,,237.5,,0.0200,,,,20.4,0.6,,,,,27.50,,,,,,
,115,,0.7600,,,,238.0,,0.0200,,,,20.4,0.5,,,,,26.21,,,,,,
,118,,0.7800,,,,238.5,,0.0200,,,,20.4,0.5,,,,,25.21,,,,,,
,121,,0.8000,,,,239.0,,0.0200,,,,20.4,0.5,,,,,24.70,,,,,,
,124,,0.8200,,,,239.5,,0.0200,,,,20.4,0.5,,,,,24.71,,,,,,
,127,,0.8400,,,,240.0,,0.0200,,,,20.4,0.5,,,,,25.00,,,,,,
,130,,0.8600,,,,240.5,,0.0200,,,,20.4,0.5,,,,,25.29,,,,,,
,133,,0.8800,,,,241.0,,0.0200,,,,20.4,0.5,,,,,25.30,,,,,,
,136,,0.9000,,,,241.5,,0.0200,,,,20.4,0.5,,,,,24.79,,,,,,
,139,,0.9200,,,,242.0,,0.0200,,,,20.4,0.5,,,,,23.50,,,,,,
,142,,0.9400,,,,242.5,,0.0200,,,,20.4,0.5,,,,,22.49,,,,,,
,145,,0.9600,,,,242.9,,0.0200,,,,20.4,0.4,,,,,21.72,,,,,,
,148,,0.9800,,,,243.3,,0.0200,,,,20.4,0.4,,,,,21.21,,,,,,
,151,,1.0000,,,,243.7,,0.0200,,,,20.4,0.4,,,,,20.70,,,,,,
,154,,1.0200,,,,244.2,,0.0200,,,,20.4,0.5,,,,,21.28,,,,,,
,157,,1.0400,,,,244.6,,0.0200,,,,20.4,0.4,,,,,,,,,,,
,160,,1.0600,,,,245.0,,0.0200,,,,20.4,0.4,,,,,,,,,,,
,163,,1.0800,,,,245.4,,0.0200,,,,20.4,0.4,,,,,,,,,,,
,166,,1.1000,,,,245.9,,0.0200,,,,20.4,0.5,,,,,,,,,,,
,169,,1.1200,,,,246.2,,0.0200,,,,20.4,0.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,"Scope 1/1, Sample 6/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 6/19",,,,,,,,,,,,,,,,,,,,,
,Time,,,,,Meas. value,,,,,,Temp.,,,dE,,,,,,,,,,
,[s],,,,,[mV],,,,,,[°C],,,[mV],,,,,,,,,,
,1,,,,,-53.8,,,,,,20.0,,,,,,,,,,,,,
,2,,,,,-53.7,,,,,,20.0,,,0.1,,,,,,,,,,
,3,,,,,-53.7,,,,,,20.0,,,0.0,,,,,,,,,,
,4,,,,,-53.8,,,,,,20.0,,,-0.1,,,,,,,,,,
,5,,,,,-53.8,,,,,,20.0,,,0.0,,,,,,,,,,
,6,,,,,-53.7,,,,,,20.0,,,0.1,,,,,,,,,,
,7,,,,,-53.7,,,,,,20.0,,,0.0,,,,,,,,,,
,8,,,,,-53.7,,,,,,20.0,,,0.0,,,,,,,,,,
,9,,,,,-53.7,,,,,,20.0,,,0.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,"Scope 1/1, Sample 6/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 6/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,,EP,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,,,,,,,
,0,,0.0000,,,,-53.8,,,,,,20.0,,,,,,,,,,,,
,1,,0.0015,,,,-53.8,,0.0015,,,,20.0,0.0,,,,,,,,,,,
,2,,0.0055,,,,-53.7,,0.0040,,,,20.0,0.1,,,,,,,,,,,
,3,,0.0110,,,,-53.2,,0.0055,,,,20.0,0.5,,,,,,,,,,,
,4,,0.0195,,,,-51.9,,0.0085,,,,20.0,1.3,,,,,,,,,,,
