Titration Data Only,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 1/10",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/10",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,54,1.2290,,,,181.1,,,0.0010,,,20.2,,0.4,,,,
,55,1.2310,,,,181.5,,,0.0020,,,20.2,,0.4,,,,
,56,1.2310,,,,181.8,,,0.0000,,,20.2,,0.3,,,,
,57,1.2315,,,,182.0,,,0.0005,,,20.2,,0.2,,,,
,58,1.2340,,,,182.2,,,0.0025,,,20.2,,0.2,,,,
,59,1.2350,,,,182.7,,,0.0010,,,20.2,,0.5,,,,
,60,1.2350,,,,182.8,,,0.0000,,,20.2,,0.1,,,,
,61,1.2375,,,,183.0,,,0.0025,,,20.2,,0.2,,,,
,62,1.2375,,,,183.4,,,0.0000,,,20.2,,0.4,,,,
,63,1.2375,,,,183.5,,,0.0000,,,20.2,,0.1,,,,
,64,1.2375,,,,183.6,,,0.0000,,,20.2,,0.1,,,,
,64,1.2375,,,,183.6,,,0.0000,,,20.2,,0.0,,,,
,,1.2375,,,,183.0,,,,,,,,,,,,EP
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 6/10",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 6/10",,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,dV,,,Temp.,,,,dE,
,[s],,[mL],,,,,[mV],,[mL],,,[°C],,,,[mV],
,0,,0.0000,,,,,183.6,,,,,20.5,,,,,
,3,,0.0200,,,,,187.0,,0.0200,,,20.5,,,,3.4,
,6,,0.0400,,,,,190.5,,0.0200,,,20.5,,,,3.5,
,9,,0.0600,,,,,193.8,,0.0200,,,20.5,,,,3.3,
,12,,0.0800,,,,,196.7,,0.0200,,,20.5,,,,2.9,
,15,,0.1000,,,,,199.3,,0.0200,,,20.5,,,,2.6,
,18,,0.1200,,,,,201.8,,0.0200,,,20.5,,,,2.5,
,21,,0.1400,,,,,203.9,,0.0200,,,20.5,,,,2.1,
,24,,0.1600,,,,,205.8,,0.0200,,,20.5,,,,1.9,
,27,,0.1800,,,,,207.5,,0.0200,,,20.5,,,,1.7,
,30,,0.2000,,,,,207.8,,0.0200,,,20.5,,,,0.3,
,33,,0.2200,,,,,209.3,,0.0200,,,20.5,,,,1.5,
,36,,0.2400,,,,,211.0,,0.0200,,,20.5,,,,1.7,
,39,,0.2600,,,,,212.4,,0.0200,,,20.5,,,,1.4,
,42,,0.2800,,,,,213.9,,0.0200,,,20.5,,,,1.5,
,45,,0.3000,,,,,215.3,,0.0200,,,20.5,,,,1.4,
,48,,0.3200,,,,,216.6,,0.0200,,,20.5,,,,1.3,
,51,,0.3400,,,,,217.8,,0.0200,,,20.5,,,,1.2,
,54,,0.3600,,,,,219.0,,0.0200,,,20.5,,,,1.2,
,57,,0.3800,,,,,220.0,,0.0200,,,20.5,,,,1.0,
,60,,0.4000,,,,,221.0,,0.0200,,,20.5,,,,1.0,
,64,,0.4200,,,,,222.1,,0.0200,,,20.5,,,,1.1,
,66,,0.4400,,,,,223.0,,0.0200,,,20.5,,,,0.9,
,70,,0.4600,,,,,224.0,,0.0200,,,20.5,,,,1.0,
,73,,0.4800,,,,,224.9,,0.0200,,,20.5,,,,0.9,
,76,,0.5000,,,,,225.8,,0.0200,,,20.5,,,,0.9,
,78,,0.5200,,,,,226.7,,0.0200,,,20.5,,,,0.9,
,82,,0.5400,,,,,227.6,,0.0200,,,20.5,,,,0.9,
,84,,0.5600,,,,,228.3,,0.0200,,,20.5,,,,0.7,
,88,,0.5800,,,,,229.0,,0.0200,,,20.5,,,,0.7,
,91,,0.6000,,,,,229.7,,0.0200,,,20.5,,,,0.7,
,94,,0.6200,,,,,230.5,,0.0200,,,20.5,,,,0.8,
,97,,0.6400,,,,,231.2,,0.0200,,,20.5,,,,0.7,
,100,,0.6600,,,,,231.9,,0.0200,,,20.5,,,,0.7,
,103,,0.6800,,,,,232.6,,0.0200,,,20.5,,,,0.7,
,106,,0.7000,,,,,233.2,,0.0200,,,20.5,,,,0.6,
,109,,0.7200,,,,,233.9,,0.0200,,,20.5,,,,0.7,
,112,,0.7400,,,,,234.5,,0.0200,,,20.5,,,,0.6,
,115,,0.7600,,,,,235.1,,0.0200,,,20.5,,,,0.6,
,118,,0.7800,,,,,235.6,,0.0200,,,20.5,,,,0.5,
,121,,0.8000,,,,,236.2,,0.0200,,,20.5,,,,0.6,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 7/10",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 7/10",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-55.2,,,,,,20.3,,,,,,,
,2,,,,-55.2,,,,,,20.3,,,,0.0,,,
,3,,,,-55.2,,,,,,20.3,,,,0.0,,,
,4,,,,-55.2,,,,,,20.3,,,,0.0,,,
,5,,,,-55.2,,,,,,20.3,,,,0.0,,,
,6,,,,-55.2,,,,,,20.3,,,,0.0,,,
,7,,,,-55.2,,,,,,20.3,,,,0.0,,,
,8,,,,-55.2,,,,,,20.3,,,,0.0,,,
,9,,,,-55.2,,,,,,20.3,,,,0.0,,,
,10,,,,-55.2,,,,,,20.3,,,,0.0,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 7/10",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 7/10",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
,0,0.0000,,,,-55.3,,,,,,20.3,,,,,,
,1,0.0010,,,,-55.3,,,0.0010,,,20.3,,0.0,,,,
,2,0.0050,,,,-55.2,,,0.0040,,,20.3,,0.1,,,,
,3,0.0110,,,,-55.0,,,0.0060,,,20.3,,0.2,,,,
,4,0.0200,,,,-54.2,,,0.0090,,,20.3,,0.8,,,,
,5,0.0340,,,,-52.4,,,0.0140,,,20.3,,1.8,,,,
,6,0.0550,,,,-49.4,,,0.0210,,,20.3,,3.0,,,,
,7,0.0800,,,,-44.9,,,0.0250,,,20.3,,4.5,,,,
,8,0.1145,,,,-37.7,,,0.0345,,,20.3,,7.2,,,,
,9,0.1570,,,,-27.9,,,0.0425,,,20.3,,9.8,,,,
,10,0.2080,,,,-16.0,,,0.0510,,,20.3,,11.9,,,,
,11,0.2705,,,,-3.4,,,0.0625,,,20.3,,12.6,,,,
,12,0.3445,,,,11.4,,,0.0740,,,20.3,,14.8,,,,
,13,0.4210,,,,24.0,,,0.0765,,,20.3,,12.6,,,,
,14,0.5195,,,,40.3,,,0.0985,,,20.3,,16.3,,,,
,15,0.6310,,,,55.2,,,0.1115,,,20.3,,14.9,,,,
,16,0.7560,,,,71.7,,,0.1250,,,20.3,,16.5,,,,
,17,0.8880,,,,89.4,,,0.1320,,,20.3,,17.7,,,,
,18,0.9110,,,,95.0,,,0.0230,,,20.3,,5.6,,,,
,19,0.9215,,,,92.2,,,0.0105,,,20.3,,-2.8,,,,
,20,0.9365,,,,93.2,,,0.0150,,,20.3,,1.0,,,,
,21,0.9575,,,,97.2,,,0.0210,,,20.3,,4.0,,,,
,22,0.9830,,,,102.2,,,0.0255,,,20.3,,5.0,,,,
,23,1.0115,,,,108.9,,,0.0285,,,20.3,,6.7,,,,
,24,1.0410,,,,116.0,,,0.0295,,,20.3,,7.1,,,,
,25,1.0690,,,,122.2,,,0.0280,,,20.3,,6.2,,,,
,26,1.0945,,,,131.2,,,0.0255,,,20.3,,9.0,,,,
,27,1.1045,,,,135.4,,,0.0100,,,20.3,,4.2,,,,
,28,1.1145,,,,137.8,,,0.0100,,,20.3,,2.4,,,,
,29,1.1270,,,,142.6,,,0.0125,,,20.3,,4.8,,,,
,30,1.1395,,,,148.2,,,0.0125,,,20.3,,5.6,,,,
,31,1.1460,,,,152.3,,,0.0065,,,20.3,,4.1,,,,
,32,1.1510,,,,154.8,,,0.0050,,,20.3,,2.5,,,,
,33,1.1560,,,,157.1,,,0.0050,,,20.3,,2.3,,,,
,34,1.1625,,,,159.3,,,0.0065,,,20.3,,2.2,,,,
,35,1.1695,,,,161.9,,,0.0070,,,20.3,,2.6,,,,
,36,1.1775,,,,164.2,,,0.0080,,,20.3,,2.3,,,,
,37,1.1840,,,,166.4,,,0.0065,,,20.3,,2.2,,,,
,38,1.1890,,,,168.5,,,0.0050,,,20.3,,2.1,,,,
,39,1.1925,,,,170.2,,,0.0035,,,20.3,,1.7,,,,
,40,1.1955,,,,171.3,,,0.0030,,,20.3,,1.1,,,,
,41,1.1990,,,,172.4,,,0.0035,,,20.3,,1.1,,,,
,42,1.2030,,,,173.3,,,0.0040,,,20.3,,0.9,,,,
,43,1.2075,,,,174.6,,,0.0045,,,20.4,,1.3,,,,
,44,1.2100,,,,175.6,,,0.0025,,,20.4,,1.0,,,,
,45,1.2125,,,,176.6,,,0.0025,,,20.4,,1.0,,,,
,46,1.2150,,,,177.3,,,0.0025,,,20.3,,0.7,,,,
,47,1.2175,,,,178.0,,,0.0025,,,20.4,,0.7,,,,
,48,1.2200,,,,178.6,,,0.0025,,,20.4,,0.6,,,,
,49,1.2220,,,,179.2,,,0.0020,,,20.4,,0.6,,,,
,50,1.2245,,,,179.9,,,0.0025,,,20.4,,0.7,,,,
,51,1.2270,,,,180.5,,,0.0025,,,20.4,,0.6,,,,
,52,1.2280,,,,181.1,,,0.0010,,,20.4,,0.6,,,,
,53,1.2290,,,,181.3,,,0.0010,,,20.4,,0.2,,,,
,54,1.2315,,,,181.6,,,0.0025,,,20.4,,0.3,,,,
,55,1.2320,,,,182.1,,,0.0005,,,20.4,,0.5,,,,
,56,1.2325,,,,182.2,,,0.0005,,,20.4,,0.1,,,,
,57,1.2350,,,,182.5,,,0.0025,,,20.4,,0.3,,,,
,58,1.2360,,,,182.9,,,0.0010,,,20.4,,0.4,,,,
,59,1.2360,,,,183.1,,,0.0000,,,20.4,,0.2,,,,
,60,1.2360,,,,183.2,,,0.0000,,,20.4,,0.1,,,,
,61,1.2360,,,,183.2,,,0.0000,,,20.4,,0.0,,,,
,62,1.2360,,,,183.3,,,0.0000,,,20.4,,0.1,,,,
,,1.2360,,,,183.0,,,,,,,,,,,,EP
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 7/10",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 7/10",,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,dV,,,Temp.,,,,dE,
,[s],,[mL],,,,,[mV],,[mL],,,[°C],,,,[mV],
,0,,0.0000,,,,,183.3,,,,,20.7,,,,,
,3,,0.0200,,,,,186.8,,0.0200,,,20.7,,,,3.5,
,6,,0.0400,,,,,190.3,,0.0200,,,20.7,,,,3.5,
,9,,0.0600,,,,,193.6,,0.0200,,,20.7,,,,3.3,
,12,,0.0800,,,,,196.5,,0.0200,,,20.7,,,,2.9,
,15,,0.1000,,,,,199.2,,0.0200,,,20.7,,,,2.7,
,18,,0.1200,,,,,201.6,,0.0200,,,20.7,,,,2.4,
,21,,0.1400,,,,,203.8,,0.0200,,,20.7,,,,2.2,
,24,,0.1600,,,,,205.6,,0.0200,,,20.7,,,,1.8,
,27,,0.1800,,,,,207.4,,0.0200,,,20.7,,,,1.8,
,30,,0.2000,,,,,209.1,,0.0200,,,20.7,,,,1.7,
,33,,0.2200,,,,,210.8,,0.0200,,,20.7,,,,1.7,
,36,,0.2400,,,,,212.3,,0.0200,,,20.7,,,,1.5,
,39,,0.2600,,,,,213.8,,0.0200,,,20.7,,,,1.5,
,42,,0.2800,,,,,215.1,,0.0200,,,20.7,,,,1.3,
,45,,0.3000,,,,,216.5,,0.0200,,,20.7,,,,1.4,
,48,,0.3200,,,,,217.7,,0.0200,,,20.7,,,,1.2,
,51,,0.3400,,,,,218.8,,0.0200,,,20.7,,,,1.1,
,54,,0.3600,,,,,219.9,,0.0200,,,20.7,,,,1.1,
,57,,0.3800,,,,,220.9,,0.0200,,,20.7,,,,1.0,
,60,,0.4000,,,,,221.9,,0.0200,,,20.7,,,,1.0,
,64,,0.4200,,,,,222.9,,0.0200,,,20.7,,,,1.0,
,66,,0.4400,,,,,223.9,,0.0200,,,20.7,,,,1.0,
,70,,0.4600,,,,,224.8,,0.0200,,,20.7,,,,0.9,
,72,,0.4800,,,,,225.7,,0.0200,,,20.7,,,,0.9,
,76,,0.5000,,,,,226.6,,0.0200,,,20.7,,,,0.9,
,78,,0.5200,,,,,227.5,,0.0200,,,20.7,,,,0.9,
,82,,0.5400,,,,,228.3,,0.0200,,,20.7,,,,0.8,
,84,,0.5600,,,,,229.0,,0.0200,,,20.7,,,,0.7,
,88,,0.5800,,,,,229.7,,0.0200,,,20.7,,,,0.7,
,90,,0.6000,,,,,230.4,,0.0200,,,20.7,,,,0.7,
,94,,0.6200,,,,,231.1,,0.0200,,,20.7,,,,0.7,
,97,,0.6400,,,,,231.8,,0.0200,,,20.7,,,,0.7,
,100,,0.6600,,,,,232.5,,0.0200,,,20.7,,,,0.7,
,103,,0.6800,,,,,233.1,,0.0200,,,20.7,,,,0.6,
,106,,0.7000,,,,,233.8,,0.0200,,,20.7,,,,0.7,
,109,,0.7200,,,,,234.4,,0.0200,,,20.7,,,,0.6,
,112,,0.7400,,,,,235.1,,0.0200,,,20.7,,,,0.7,
,115,,0.7600,,,,,235.6,,0.0200,,,20.7,,,,0.5,
,118,,0.7800,,,,,236.2,,0.0200,,,20.7,,,,0.6,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 8/10",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 8/10",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-56.4,,,,,,20.5,,,,,,,
,2,,,,-56.4,,,,,,20.5,,,,0.0,,,
,3,,,,-56.4,,,,,,20.5,,,,0.0,,,
,4,,,,-56.4,,,,,,20.5,,,,0.0,,,
,5,,,,-56.4,,,,,,20.5,,,,0.0,,,
,6,,,,-56.4,,,,,,20.5,,,,0.0,,,
,7,,,,-56.4,,,,,,20.5,,,,0.0,,,
,8,,,,-56.5,,,,,,20.5,,,,-0.1,,,
,9,,,,-56.5,,,,,,20.5,,,,0.0,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 8/10",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 8/10",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
,0,0.0000,,,,-56.5,,,,,,20.5,,,,,,
,1,0.0010,,,,-56.6,,,0.0010,,,20.5,,-0.1,,,,
,2,0.0050,,,,-56.5,,,0.0040,,,20.5,,0.1,,,,
,3,0.0110,,,,-56.2,,,0.0060,,,20.5,,0.3,,,,
,4,0.0195,,,,-55.4,,,0.0085,,,20.5,,0.8,,,,
,5,0.0335,,,,-53.7,,,0.0140,,,20.5,,1.7,,,,
,6,0.0540,,,,-51.0,,,0.0205,,,20.5,,2.7,,,,
,7,0.0780,,,,-46.4,,,0.0240,,,20.5,,4.6,,,,
,8,0.1115,,,,-39.5,,,0.0335,,,20.5,,6.9,,,,
,9,0.1530,,,,-30.1,,,0.0415,,,20.5,,9.4,,,,
,10,0.2040,,,,-17.9,,,0.0510,,,20.5,,12.2,,,,
,11,0.2660,,,,-4.4,,,0.0620,,,20.5,,13.5,,,,
,12,0.3400,,,,8.8,,,0.0740,,,20.5,,13.2,,,,
,13,0.4170,,,,20.8,,,0.0770,,,20.5,,12.0,,,,
,14,0.5155,,,,36.3,,,0.0985,,,20.5,,15.5,,,,
,15,0.6270,,,,52.2,,,0.1115,,,20.5,,15.9,,,,
,16,0.7520,,,,68.8,,,0.1250,,,20.5,,16.6,,,,
,17,0.8820,,,,93.3,,,0.1300,,,20.5,,24.5,,,,
,18,0.8885,,,,96.9,,,0.0065,,,20.5,,3.6,,,,
,19,0.8910,,,,90.7,,,0.0025,,,20.5,,-6.2,,,,
,20,0.8950,,,,87.6,,,0.0040,,,20.5,,-3.1,,,,
,21,0.9005,,,,87.1,,,0.0055,,,20.5,,-0.5,,,,
,22,0.9090,,,,88.4,,,0.0085,,,20.5,,1.3,,,,
,23,0.9215,,,,90.2,,,0.0125,,,20.5,,1.8,,,,
,24,0.9395,,,,93.8,,,0.0180,,,20.5,,3.6,,,,
,25,0.9595,,,,98.6,,,0.0200,,,20.5,,4.8,,,,
,26,0.9845,,,,103.6,,,0.0250,,,20.5,,5.0,,,,
,27,1.0125,,,,110.9,,,0.0280,,,20.5,,7.3,,,,
,28,1.0415,,,,118.4,,,0.0290,,,20.5,,7.5,,,,
,29,1.0680,,,,125.2,,,0.0265,,,20.5,,6.8,,,,
,30,1.0875,,,,130.6,,,0.0195,,,20.5,,5.4,,,,
,31,1.1095,,,,136.5,,,0.0220,,,20.5,,5.9,,,,
,32,1.1265,,,,145.3,,,0.0170,,,20.5,,8.8,,,,
,33,1.1295,,,,149.2,,,0.0030,,,20.5,,3.9,,,,
,34,1.1320,,,,150.3,,,0.0025,,,20.5,,1.1,,,,
,35,1.1360,,,,151.6,,,0.0040,,,20.5,,1.3,,,,
,36,1.1420,,,,153.5,,,0.0060,,,20.5,,1.9,,,,
,37,1.1490,,,,156.5,,,0.0070,,,20.5,,3.0,,,,
,38,1.1575,,,,159.8,,,0.0085,,,20.5,,3.3,,,,
,39,1.1640,,,,162.6,,,0.0065,,,20.5,,2.8,,,,
,40,1.1690,,,,164.9,,,0.0050,,,20.5,,2.3,,,,
,41,1.1730,,,,166.3,,,0.0040,,,20.5,,1.4,,,,
,42,1.1780,,,,167.7,,,0.0050,,,20.5,,1.4,,,,
,43,1.1835,,,,169.4,,,0.0055,,,20.5,,1.7,,,,
,44,1.1890,,,,171.2,,,0.0055,,,20.5,,1.8,,,,
,45,1.1930,,,,172.7,,,0.0040,,,20.5,,1.5,,,,
,46,1.1955,,,,173.8,,,0.0025,,,20.5,,1.1,,,,
,47,1.1980,,,,174.7,,,0.0025,,,20.5,,0.9,,,,
,48,1.2010,,,,175.4,,,0.0030,,,20.5,,0.7,,,,
,49,1.2040,,,,176.2,,,0.0030,,,20.5,,0.8,,,,
,50,1.2070,,,,177.1,,,0.0030,,,20.5,,0.9,,,,
,51,1.2095,,,,177.9,,,0.0025,,,20.5,,0.8,,,,
,52,1.2120,,,,178.6,,,0.0025,,,20.5,,0.7,,,,
,53,1.2145,,,,179.3,,,0.0025,,,20.5,,0.7,,,,
,54,1.2165,,,,179.8,,,0.0020,,,20.5,,0.5,,,,
,55,1.2190,,,,180.4,,,0.0025,,,20.5,,0.6,,,,
,56,1.2205,,,,181.0,,,0.0015,,,20.5,,0.6,,,,
,57,1.2205,,,,181.3,,,0.0000,,,20.5,,0.3,,,,
,58,1.2230,,,,181.6,,,0.0025,,,20.5,,0.3,,,,
,59,1.2245,,,,182.0,,,0.0015,,,20.5,,0.4,,,,
,60,1.2245,,,,182.3,,,0.0000,,,20.5,,0.3,,,,
,61,1.2260,,,,182.4,,,0.0015,,,20.5,,0.1,,,,
,62,1.2285,,,,182.8,,,0.0025,,,20.5,,0.4,,,,
,63,1.2285,,,,183.1,,,0.0000,,,20.5,,0.3,,,,
,64,1.2285,,,,183.3,,,0.0000,,,20.5,,0.2,,,,
,65,1.2285,,,,183.4,,,0.0000,,,20.5,,0.1,,,,
,66,1.2285,,,,183.4,,,0.0000,,,20.5,,0.0,,,,
,,1.2285,,,,183.0,,,,,,,,,,,,EP
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 8/10",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 8/10",,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,dV,,,Temp.,,,,dE,
,[s],,[mL],,,,,[mV],,[mL],,,[°C],,,,[mV],
,0,,0.0000,,,,,183.3,,,,,20.8,,,,,
,3,,0.0200,,,,,186.8,,0.0200,,,20.8,,,,3.5,
,6,,0.0400,,,,,190.5,,0.0200,,,20.8,,,,3.7,
,9,,0.0600,,,,,193.8,,0.0200,,,20.8,,,,3.3,
,12,,0.0800,,,,,196.8,,0.0200,,,20.8,,,,3.0,
,15,,0.1000,,,,,199.4,,0.0200,,,20.8,,,,2.6,
,18,,0.1200,,,,,201.9,,0.0200,,,20.8,,,,2.5,
,21,,0.1400,,,,,204.0,,0.0200,,,20.8,,,,2.1,
,24,,0.1600,,,,,205.9,,0.0200,,,20.8,,,,1.9,
,27,,0.1800,,,,,207.6,,0.0200,,,20.9,,,,1.7,
,30,,0.2000,,,,,209.4,,0.0200,,,20.9,,,,1.8,
,33,,0.2200,,,,,211.0,,0.0200,,,20.9,,,,1.6,
,36,,0.2400,,,,,212.5,,0.0200,,,20.9,,,,1.5,
,39,,0.2600,,,,,214.0,,0.0200,,,20.9,,,,1.5,
,42,,0.2800,,,,,215.4,,0.0200,,,20.9,,,,1.4,
,45,,0.3000,,,,,216.1,,0.0200,,,20.9,,,,0.7,
,48,,0.3200,,,,,217.3,,0.0200,,,20.9,,,,1.2,
,51,,0.3400,,,,,218.5,,0.0200,,,20.9,,,,1.2,
,54,,0.3600,,,,,219.6,,0.0200,,,20.9,,,,1.1,
,57,,0.3800,,,,,220.6,,0.0200,,,20.9,,,,1.0,
,60,,0.4000,,,,,221.6,,0.0200,,,20.9,,,,1.0,
,63,,0.4200,,,,,222.7,,0.0200,,,20.9,,,,1.1,
,66,,0.4400,,,,,223.6,,0.0200,,,20.9,,,,0.9,
,70,,0.4600,,,,,224.6,,0.0200,,,20.9,,,,1.0,
,72,,0.4800,,,,,225.5,,0.0200,,,20.9,,,,0.9,
,76,,0.5000,,,,,226.4,,0.0200,,,20.9,,,,0.9,
,78,,0.5200,,,,,227.2,,0.0200,,,20.9,,,,0.8,
,82,,0.5400,,,,,228.0,,0.0200,,,20.9,,,,0.8,
,84,,0.5600,,,,,228.8,,0.0200,,,20.9,,,,0.8,
,88,,0.5800,,,,,229.5,,0.0200,,,20.9,,,,0.7,
,90,,0.6000,,,,,230.2,,0.0200,,,20.9,,,,0.7,
,94,,0.6200,,,,,231.0,,0.0200,,,20.9,,,,0.8,
,97,,0.6400,,,,,231.7,,0.0200,,,20.9,,,,0.7,
,100,,0.6600,,,,,232.4,,0.0200,,,20.9,,,,0.7,
,103,,0.6800,,,,,233.1,,0.0200,,,20.9,,,,0.7,
,106,,0.7000,,,,,233.7,,0.0200,,,20.9,,,,0.6,
,109,,0.7200,,,,,234.4,,0.0200,,,20.9,,,,0.7,
,112,,0.7400,,,,,235.0,,0.0200,,,20.9,,,,0.6,
,115,,0.7600,,,,,235.6,,0.0200,,,20.9,,,,0.6,
,118,,0.7800,,,,,236.1,,0.0200,,,20.9,,,,0.5,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 9/10",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 9/10",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-53.4,,,,,,20.6,,,,,,,
,2,,,,-53.4,,,,,,20.6,,,,0.0,,,
,3,,,,-53.4,,,,,,20.6,,,,0.0,,,
,4,,,,-53.4,,,,,,20.6,,,,0.0,,,
,5,,,,-53.5,,,,,,20.6,,,,-0.1,,,
,6,,,,-53.5,,,,,,20.6,,,,0.0,,,
,7,,,,-53.5,,,,,,20.6,,,,0.0,,,
,8,,,,-53.5,,,,,,20.6,,,,0.0,,,
,9,,,,-53.5,,,,,,20.6,,,,0.0,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 9/10",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 9/10",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
,0,0.0000,,,,-53.6,,,,,,20.6,,,,,,
,1,0.0015,,,,-53.5,,,0.0015,,,20.6,,0.1,,,,
,2,0.0055,,,,-53.5,,,0.0040,,,20.6,,0.0,,,,
,3,0.0110,,,,-53.2,,,0.0055,,,20.6,,0.3,,,,
,4,0.0200,,,,-52.3,,,0.0090,,,20.6,,0.9,,,,
,5,0.0345,,,,-50.4,,,0.0145,,,20.6,,1.9,,,,
,6,0.0555,,,,-47.2,,,0.0210,,,20.6,,3.2,,,,
,7,0.0835,,,,-42.1,,,0.0280,,,20.7,,5.1,,,,
,8,0.1180,,,,-34.9,,,0.0345,,,20.6,,7.2,,,,
,9,0.1570,,,,-24.6,,,0.0390,,,20.7,,10.3,,,,
,10,0.2095,,,,-12.9,,,0.0525,,,20.7,,11.7,,,,
,11,0.2725,,,,-0.6,,,0.0630,,,20.7,,12.3,,,,
,12,0.3485,,,,12.6,,,0.0760,,,20.7,,13.2,,,,
,13,0.4360,,,,25.8,,,0.0875,,,20.7,,13.2,,,,
,14,0.5360,,,,37.7,,,0.1000,,,20.7,,11.9,,,,
,15,0.6385,,,,53.9,,,0.1025,,,20.7,,16.2,,,,
,16,0.7655,,,,71.2,,,0.1270,,,20.7,,17.3,,,,
,17,0.8870,,,,91.4,,,0.1215,,,20.7,,20.2,,,,
,18,0.8965,,,,95.7,,,0.0095,,,20.7,,4.3,,,,
,19,0.9005,,,,91.5,,,0.0040,,,20.7,,-4.2,,,,
,20,0.9060,,,,90.4,,,0.0055,,,20.7,,-1.1,,,,
,21,0.9145,,,,91.4,,,0.0085,,,20.7,,1.0,,,,
,22,0.9280,,,,93.9,,,0.0135,,,20.7,,2.5,,,,
,23,0.9460,,,,97.9,,,0.0180,,,20.7,,4.0,,,,
,24,0.9680,,,,102.4,,,0.0220,,,20.7,,4.5,,,,
,25,0.9940,,,,108.4,,,0.0260,,,20.7,,6.0,,,,
,26,1.0190,,,,113.5,,,0.0250,,,20.7,,5.1,,,,
,27,1.0475,,,,124.0,,,0.0285,,,20.7,,10.5,,,,
,28,1.0595,,,,128.5,,,0.0120,,,20.7,,4.5,,,,
,29,1.0685,,,,129.0,,,0.0090,,,20.7,,0.5,,,,
,30,1.0815,,,,132.8,,,0.0130,,,20.7,,3.8,,,,
,31,1.0975,,,,139.4,,,0.0160,,,20.7,,6.6,,,,
,32,1.1085,,,,145.0,,,0.0110,,,20.7,,5.6,,,,
,33,1.1130,,,,148.5,,,0.0045,,,20.7,,3.5,,,,
,34,1.1180,,,,151.1,,,0.0050,,,20.7,,2.6,,,,
,35,1.1245,,,,154.0,,,0.0065,,,20.7,,2.9,,,,
,36,1.1320,,,,156.9,,,0.0075,,,20.7,,2.9,,,,
,37,1.1395,,,,159.8,,,0.0075,,,20.7,,2.9,,,,
,38,1.1465,,,,162.8,,,0.0070,,,20.7,,3.0,,,,
,39,1.1510,,,,165.1,,,0.0045,,,20.7,,2.3,,,,
,40,1.1550,,,,167.2,,,0.0040,,,20.7,,2.1,,,,
,41,1.1580,,,,168.4,,,0.0030,,,20.7,,1.2,,,,
,42,1.1620,,,,169.6,,,0.0040,,,20.7,,1.2,,,,
,43,1.1670,,,,170.8,,,0.0050,,,20.7,,1.2,,,,
,44,1.1725,,,,172.3,,,0.0055,,,20.7,,1.5,,,,
,45,1.1765,,,,173.7,,,0.0040,,,20.7,,1.4,,,,
,46,1.1795,,,,174.7,,,0.0030,,,20.7,,1.0,,,,
,47,1.1820,,,,175.5,,,0.0025,,,20.7,,0.8,,,,
